claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-1235,During ice ages caused by wobbles in the Earth s orbit sea levels dropped more than 400 feet as ice piled up on land,evidence-710636,It is also causing the ocean to create more floods due to the fact that it is warming up and the glaciers from the ice age are now melting causing the sea levels to rise which causes the ocean to take over part of the land and beaches,SUPPORTS
claim-1235,During ice ages caused by wobbles in the Earth s orbit sea levels dropped more than 400 feet as ice piled up on land,evidence-631347,Suggested causes of ice age periods include the positions of the continents variations in the Earth orbit changes in the solar output and volcanism,SUPPORTS
claim-1235,During ice ages caused by wobbles in the Earth s orbit sea levels dropped more than 400 feet as ice piled up on land,evidence-1005403,However it is the outflow of the ice from the land to form the ice shelf which causes a rise in global sea level,SUPPORTS
claim-1235,During ice ages caused by wobbles in the Earth s orbit sea levels dropped more than 400 feet as ice piled up on land,evidence-979386,Set in a post-apocalyptic near future the novels explore a vision of how the Earth might be after another Ice Age caused by Jupiter changing orbit,SUPPORTS
claim-2065,Global warming is causing snow to disappear,evidence-4420,Today this is clearly not the case as global warming is causing mountain snow lines to rapidly retreat,SUPPORTS
claim-2065,Global warming is causing snow to disappear,evidence-680034,While aerosols typically limit global warming by reflecting sunlight black carbon in soot that falls on snow or ice can contribute to global warming,SUPPORTS
claim-2065,Global warming is causing snow to disappear,evidence-1132445,Permafrost is common in the national park though permafrost at lower elevations is disappearing because of global warming and increased snowfall,SUPPORTS
claim-2065,Global warming is causing snow to disappear,evidence-488000,With regard to the global warming controversy the scientific mainstream puts neither doubt on the existence of global warming nor on its causes and effects,SUPPORTS
claim-2065,Global warming is causing snow to disappear,evidence-793124,"They found 4,014 which discussed the cause of recent global warming and of these 97.1 endorsed the consensus position that humans are causing global warming",SUPPORTS
claim-1390,Lyme Disease is much more common in northern cooler regions of the United States than in southern warmer regions,evidence-307215,Lyme disease occurs regularly in Northern Hemisphere temperate regions,SUPPORTS
claim-1390,Lyme Disease is much more common in northern cooler regions of the United States than in southern warmer regions,evidence-519824,They are native primarily to the southwestern United States and northern Mexico where they are most common in desert regions,SUPPORTS
claim-1390,Lyme Disease is much more common in northern cooler regions of the United States than in southern warmer regions,evidence-856235,Winters during the El are warmer and drier than average conditions in the Northwest northern Midwest and northern Mideast United States so those regions experience reduced snowfalls,SUPPORTS
claim-1390,Lyme Disease is much more common in northern cooler regions of the United States than in southern warmer regions,evidence-601203,Within prosperous nations wealth often increases with distance from the equator for example the Northeast United States has long been wealthier than its southern counterpart and northern Italy wealthier than southern regions of the country,SUPPORTS
claim-1390,Lyme Disease is much more common in northern cooler regions of the United States than in southern warmer regions,evidence-379676,The natural environmental controls that used to keep the tick populations in check are disappearing and warmer and wetter climates are allowing the ticks to breed and grow at an alarming rate resulting in an increase in Lyme disease both in existing areas and in areas where it has not been seen before,SUPPORTS
claim-2789,At that time Hansen also produced a model of the future behavior of the globe s temperature which he had turned into a video movie that was heavily shopped in Congress,evidence-400911,Hansen compared the corrected troposphere temperatures with the results of the published GISS model and concluded that the model is in good agreement with the observations noting that the satellite temperature data had been the last holdout of global warming denialists and that the correction of the data would result in a change from discussing whether global warming is occurring to what is the rate of global warming and what should be done about it,SUPPORTS
claim-2789,At that time Hansen also produced a model of the future behavior of the globe s temperature which he had turned into a video movie that was heavily shopped in Congress,evidence-1080073,On start-up the system preheats by raising the temperature of the heat exchanging ceramic material in the bed s at or above the auto-oxidation temperature of methane at which time the preheating system is turned off and mine exhaust air is introduced,SUPPORTS
